lev_id,E_calc,J,P,lev_name
578,33.15517,1/2,0,id 578 E_c 33155.17 4f(4)3D1.5d_4D 1/2
579,33.17595,19/2,0,id 579 E_c 33175.95 4f(4)3L1.5d_2N 19/2
580,33.18535,11/2,1,id 580 E_c 33185.35 4f(3)4F1.5d(2)3F2_4H 11/2
581,33.19114,5/2,1,id 581 E_c 33191.14 4f(3)4S1.5d_5D.6s_6D 5/2
582,33.21673,1/2,1,id 582 E_c 33216.73 4f(3)4F1.5d(2)3F2_4P 1/2
583,33.22186,5/2,0,id 583 E_c 33221.86 4f(4)3F3.5d_4G 5/2
584,33.2277,9/2,1,id 584 E_c 33227.7 4f(3)4F1.5d(2)3F2_4F 9/2
585,33.26462,1/2,0,id 585 E_c 33264.62 4f(4)1D3.5d_2P 1/2
586,33.27005,15/2,1,id 586 E_c 33270.05 4f(3)2H2.5d(2)3F2_4I 15/2
587,33.31774,9/2,0,id 587 E_c 33317.74 4f(3)4I1.5d_5K.6p_6K 9/2
588,33.37875,7/2,0,id 588 E_c 33378.75 4f(4)3H4.5d_2F 7/2
589,33.39135,9/2,1,id 589 E_c 33391.35 4f(3)4S1.5d(2)3F2_4F 9/2
590,33.41502,5/2,0,id 590 E_c 33415.02 4f(4)5D1.6s_6D 5/2
591,33.43599,15/2,1,id 591 E_c 33435.99 4f(3)2H2.5d(2)3F2_4K 15/2
592,33.44211,7/2,1,id 592 E_c 33442.11 4f(3)4F1.5d(2)3F2_4G 7/2
593,33.58935,9/2,1,id 593 E_c 33589.35 4f(3)4F1.5d(2)3F2_4G 9/2
594,33.59926,7/2,1,id 594 E_c 33599.26 4f(3)4S1.5d(2)1D2_4D 7/2
595,33.60256,13/2,1,id 595 E_c 33602.56 4f(3)2H2.5d(2)3F2_4H 13/2
596,33.61101,13/2,1,id 596 E_c 33611.01 4f(3)2H2.5d_1K.6s_2K 13/2
597,33.63934,21/2,0,id 597 E_c 33639.34 4f(4)3M1.5d_4N 21/2
598,33.66245,5/2,1,id 598 E_c 33662.45 4f(3)2H2.5d(2)3F2_2F 5/2
599,33.68043,19/2,0,id 599 E_c 33680.43 4f(4)3M1.5d_4N 19/2
600,33.68751,3/2,1,id 600 E_c 33687.51 4f(3)4F1.5d(2)3F2_2D 3/2
601,33.72692,3/2,1,id 601 E_c 33726.92 4f(3)4F1.5d(2)3P2_6G 3/2
602,33.76272,17/2,0,id 602 E_c 33762.72 4f(4)3L1.5d_2M 17/2
603,33.77997,5/2,1,id 603 E_c 33779.97 4f(3)4F1.5d_3F.6s_2F 5/2
604,33.80806,15/2,1,id 604 E_c 33808.06 4f(3)2H2.5d_1K.6s_2K 15/2
605,33.81604,7/2,1,id 605 E_c 33816.04 4f(3)4S1.5d_5D.6s_6D 7/2
606,33.82066,1/2,1,id 606 E_c 33820.66 4f(3)4F1.5d(2)1D2_4D 1/2
607,33.85796,5/2,1,id 607 E_c 33857.96 4f(3)4F1.5d(2)3F2_2D 5/2
608,33.8644,15/2,0,id 608 E_c 33864.4 4f(3)4I1.5d_5L.6p_6M 15/2
609,33.88602,7/2,0,id 609 E_c 33886.02 4f(4)5G1.5d_4H 7/2
610,33.88652,1/2,1,id 610 E_c 33886.52 4f(4)5F1.6p_4D 1/2
611,33.90921,7/2,1,id 611 E_c 33909.21 4f(3)2H2.5d(2)1D2_2G 7/2
612,33.99942,5/2,0,id 612 E_c 33999.42 4f(4)5G1.5d_4D 5/2
613,34.00117,7/2,0,id 613 E_c 34001.17 4f(4)5D1.6s_6D 7/2
614,34.01818,1/2,1,id 614 E_c 34018.18 4f(3)4F1.5d(2)1D2_4P 1/2
615,34.02343,9/2,0,id 615 E_c 34023.43 4f(4)3F3.6s_4F 9/2
616,34.03269,23/2,0,id 616 E_c 34032.69 4f(4)3M1.5d_4N 23/2
617,34.05072,3/2,1,id 617 E_c 34050.72 4f(4)5F1.6p_4D 3/2
618,34.06751,3/2,1,id 618 E_c 34067.51 4f(3)4F1.5d_3P.6s_2P 3/2
619,34.07008,13/2,0,id 619 E_c 34070.08 4f(3)4I1.5d_5K.6p_6L 13/2
620,34.09975,7/2,0,id 620 E_c 34099.75 4f(4)3G2.5d_4D 7/2
621,34.10396,1/2,1,id 621 E_c 34103.96 4f(3)4F1.5d(2)3P2_6F 1/2
622,34.11558,15/2,0,id 622 E_c 34115.58 4f(4)3L1.5d_4K 15/2
623,34.14163,19/2,0,id 623 E_c 34141.63 4f(4)3L1.5d_4L 19/2
624,34.1468,11/2,1,id 624 E_c 34146.8 4f(3)2H2.5d(2)3F2_4G 11/2
625,34.17379,15/2,0,id 625 E_c 34173.79 4f(4)3M1.5d_4M 15/2
626,34.20082,3/2,1,id 626 E_c 34200.82 4f(3)4F1.5d(2)3F2_4S 3/2
627,34.21618,1/2,0,id 627 E_c 34216.18 4f(4)5D1.6s_4D 1/2
628,34.24682,3/2,1,id 628 E_c 34246.82 4f(4)5S0.6p_6P 3/2
629,34.27803,11/2,1,id 629 E_c 34278.03 4f(3)4F1.5d(2)1D2_4H 11/2
630,34.28358,9/2,1,id 630 E_c 34283.58 4f(3)2H2.5d(2)3F2_2H 9/2
631,34.29402,17/2,0,id 631 E_c 34294.02 4f(4)3L1.5d_2L 17/2
632,34.29585,3/2,0,id 632 E_c 34295.85 4f(4)3F2.5d_4F 3/2
633,34.30442,3/2,1,id 633 E_c 34304.42 4f(3)4F1.5d(2)3P2_6F 3/2
634,34.30816,5/2,0,id 634 E_c 34308.16 4f(4)3F2.5d_4F 5/2
635,34.47291,3/2,1,id 635 E_c 34472.91 4f(4)5F1.6p_4F 3/2
636,34.48551,1/2,1,id 636 E_c 34485.51 4f(3)4F1.5d_5P.6s_4P 1/2
637,34.49965,21/2,0,id 637 E_c 34499.65 4f(4)3L1.5d_2N 21/2
638,34.53156,13/2,1,id 638 E_c 34531.56 4f(3)4F1.5d(2)3F2_4H 13/2
639,34.54939,5/2,1,id 639 E_c 34549.39 4f(4)5F1.6p_6D 5/2
640,34.55576,9/2,1,id 640 E_c 34555.76 4f(3)4F1.5d_5D.6s_6D 9/2
641,34.58153,17/2,1,id 641 E_c 34581.53 4f(3)2K1.5d(2)3F2_4N 17/2
642,34.58595,5/2,1,id 642 E_c 34585.95 4f(4)5S0.6p_6P 5/2
643,34.58905,9/2,0,id 643 E_c 34589.05 4f(4)3D1.5d_4F 9/2
644,34.60464,3/2,0,id 644 E_c 34604.64 4f(4)5D1.6s_4D 3/2
645,34.63597,11/2,0,id 645 E_c 34635.97 4f(3)4I1.5d_5K.6p_6K 11/2
646,34.66722,9/2,0,id 646 E_c 34667.22 4f(4)5G1.5d_4H 9/2
647,34.73868,7/2,0,id 647 E_c 34738.68 4f(4)3F3.6s_2F 7/2
648,34.75568,15/2,0,id 648 E_c 34755.68 4f(4)5G1.5d_4I 15/2
649,34.78203,9/2,0,id 649 E_c 34782.03 4f(4)5D1.6s_6D 9/2
650,34.81159,9/2,1,id 650 E_c 34811.59 4f(3)4G1.5d_5I.6s_6I 9/2
651,34.86292,15/2,1,id 651 E_c 34862.92 4f(3)4G1.5d(2)3F2_6K 15/2
652,34.90529,7/2,0,id 652 E_c 34905.29 4f(4)3F2.5d_4H 7/2
653,34.94008,3/2,1,id 653 E_c 34940.08 4f(3)4F1.5d(2)1D2_4P 3/2
654,34.97363,17/2,0,id 654 E_c 34973.63 4f(4)3L1.5d_4K 17/2
655,34.98662,7/2,1,id 655 E_c 34986.62 4f(3)2H2.5d_3F.6s_4F 7/2
656,34.99254,5/2,1,id 656 E_c 34992.54 4f(3)2H2.5d(2)1D2_2F 5/2
