wn_calc,gA_calc,upper_lev_id,lower_lev_id
25.2947,25580000,247,5
24.556,121800000,245,6
23.8299,31850000,245,8
25.2668,26290000,245,5
25.7615,15180000,245,4
19.3077,12000000,245,21
24.6489,1634000000,248,6
19.2692,521600000,248,22
23.3746,244500000,248,9
22.4568,197900000,248,11
18.26,194800000,248,27
17.0506,26180000,248,38
20.5489,23540000,248,16
19.4006,10910000,248,21
12.7875,16710000,249,64
27.9268,13720000,250,1
26.8123,17720000,251,3
25.9176,160600000,252,4
24.7121,151500000,252,6
23.986,125600000,252,8
18.3232,42900000,252,27
17.1138,32870000,252,38
23.4378,31540000,252,9
22.52,24520000,252,11
14.2191,19900000,252,58
25.5308,393200000,255,5
26.0255,181400000,255,4
15.676,50510000,255,51
14.9289,24110000,255,55
21.9334,23340000,255,13
19.5717,17560000,255,21
18.2492,13600000,255,29
26.9075,30350000,253,3
27.1091,63500000,254,2
26.0081,62380000,254,4
28.0476,22370000,254,1
24.0765,11700000,254,8
25.5929,25050000,256,5
25.0071,55460000,259,6
24.9926,174200000,258,6
26.1981,132800000,258,4
24.2665,74180000,258,8
18.6037,53050000,258,27
17.3943,24840000,258,38
14.4996,15660000,258,58
23.7183,11210000,258,9
23.6437,64600000,257,9
24.918,63530000,257,6
19.5383,50120000,257,22
27.3511,13900000,260,2
27.1625,17190000,262,3
25.0475,377000000,261,6
23.7732,141500000,261,9
26.253,130900000,261,4
18.6586,81140000,261,27
17.4492,56630000,261,38
22.8554,26250000,261,11
15.5561,24300000,261,53
25.8201,231600000,263,5
26.3148,15630000,263,4
15.2182,15140000,263,55
27.4158,12510000,263,2
27.223,11500000,263,3
17.2411,10580000,263,40
25.1325,122000000,265,6
26.338,60610000,265,4
22.2459,19650000,265,13
25.8429,60920000,264,5
27.2458,52650000,264,3
21.9828,10480000,264,14
25.3635,600600000,270,6
23.1714,333300000,270,11
24.0892,303600000,270,9
17.7938,118900000,270,36
16.6899,71160000,270,48
19.9838,65150000,270,22
13.4701,35910000,270,64
14.651,17640000,270,60
12.8219,10710000,270,67
27.4211,47310000,268,3
26.0036,286900000,267,5
16.8268,21950000,267,45
27.4065,21440000,267,3
28.5378,16970000,267,1
22.1435,16470000,267,14
25.9232,31850000,266,5
24.4863,19570000,266,8
25.4085,163800000,271,6
26.614,41010000,271,4
26.1255,47940000,272,5
27.5798,16120000,273,3
17.4544,18710000,269,40
28.5676,15380000,269,1
27.4363,11470000,269,3
24.2439,424300000,275,9
23.3261,34750000,275,11
17.029,25100000,275,46
14.8057,24480000,275,60
16.0268,17120000,275,53
16.8446,16700000,275,48
25.5182,11600000,275,6
26.3086,40900000,277,5
27.7115,35130000,277,3
27.8243,102600000,274,2
26.7233,37510000,274,4
28.7628,19000000,274,1
24.8641,505600000,276,8
25.5902,493600000,276,6
15.0972,60700000,276,58
19.2013,43280000,276,27
17.9919,30800000,276,38
14.349,27330000,276,62
26.3347,13400000,279,5
26.31,234100000,278,5
26.8047,88540000,278,4
27.9057,87520000,278,2
15.7081,16740000,278,55
14.7371,16680000,278,61
25.698,517000000,280,6
26.9035,194800000,280,4
23.5059,51030000,280,11
18.557,26230000,280,35
18.0997,24860000,280,38
17.4719,23610000,280,42
15.1818,22810000,280,59
24.9719,13500000,280,8
26.4088,12080000,280,5
26.4352,541700000,281,5
15.8333,29410000,281,55
14.8623,22710000,281,61
21.5614,15220000,281,17
16.5667,11790000,281,52
27.8795,78970000,282,3
26.4766,12790000,282,5
29.0108,10740000,282,1
26.53,60260000,284,5
27.0247,32910000,284,4
25.0931,23430000,284,8
24.5217,46000000,283,9
25.0699,27550000,283,8
25.796,16390000,283,6
26.5983,24970000,285,5
25.1724,153800000,286,8
25.8985,29670000,286,6
27.104,20700000,286,4
23.7064,13610000,286,11
26.7052,18380000,289,5
27.1999,12590000,289,4
28.0922,16530000,288,3
25.2729,17510000,290,8
29.8274,23990000,291,0
28.0744,68200000,287,3
25.3979,42850000,292,8
23.9319,23730000,292,11
26.9068,135400000,293,5
24.9547,2708000000,294,9
19.5165,700800000,294,31
18.6593,245400000,294,36
17.5554,31220000,294,48
20.8493,19030000,294,22
25.5099,55990000,295,8
30.0978,188000000,297,0
25.5642,276900000,296,8
26.2903,72090000,296,6
25.016,64140000,296,9
22.1903,42180000,296,16
15.7973,30400000,296,58
15.0491,15140000,296,62
21.042,13040000,296,21
18.692,11590000,296,38
27.0921,69010000,298,5
22.2183,18890000,298,17
28.6878,14600000,298,2
27.1498,21610000,300,5
25.7617,37700000,301,8
27.1986,17290000,301,5
25.1463,713600000,299,9
26.4206,180700000,299,6
18.8509,134600000,299,36
24.2285,100400000,299,11
17.747,80370000,299,48
15.7081,31010000,299,60
14.5272,10380000,299,64
30.2691,39980000,303,0
27.7152,100900000,302,4
25.7836,43130000,302,8
26.5097,27990000,302,6
28.8162,15570000,302,2
21.2614,11240000,302,21
25.3036,94670000,307,9
